Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,Categorize Mental Fatigue,Categorize Designation,Categorize Resource Allocation,days_count
0,0,0,0.4,0.4444444444444444,0.72,0.66,4,1,1,5023
1,1,1,0.4,0.4444444444444444,0.65,0.49,3,1,1,4977
0,1,0,0.2,0.1111111111111111,0.52,0.44,2,0,0,4922
1,1,1,0.4,0.3333333333333333,0.55,0.45,2,1,1,5226
1,0,1,0.0,0.0,0.41,0.2,1,0,0,5012
0,1,0,1.0,1.0,0.9199999999999999,0.75,4,2,2,5102
1,0,1,0.2,0.0,0.26,0.09,0,0,0,4992
1,1,0,0.2,0.1111111111111111,0.55,0.39,2,0,0,5225
0,1,1,0.4,0.3333333333333333,0.25,0.14,0,1,1,5138
1,1,1,0.6,0.6666666666666666,0.58,0.55,2,1,2,5010
1,1,1,0.2,0.0,0.32,0.2,0,0,0,5229
0,0,0,0.6,0.6666666666666666,0.8300000000000001,0.66,4,1,2,5089
0,1,0,0.2,0.2222222222222222,0.45999999999999996,0.38,1,0,0,5031
1,1,0,0.4,0.3333333333333333,0.6799999999999999,0.46,3,1,1,5246
0,1,1,0.2,0.2222222222222222,0.49000000000000005,0.43,1,0,0,5245
0,1,0,0.6,0.5555555555555556,0.64,0.51,3,1,1,5128
1,1,0,0.4,0.3333333333333333,0.6900000000000001,0.5,3,1,1,5249
1,1,0,0.4,0.4444444444444444,0.6,0.55,2,1,1,5094
1,1,1,0.6,0.4444444444444444,0.65,0.5,3,1,1,5109
1,0,1,0.2,0.1111111111111111,0.5700000000000001,0.48,2,0,0,4939
0,1,0,0.4,0.4444444444444444,0.76,0.6,4,1,1,5217
0,1,0,0.6,0.4444444444444444,0.6,0.53,2,1,1,4925
1,0,1,0.2,0.2222222222222222,0.5599999999999999,0.34,2,0,0,4904
1,0,1,0.6,0.4444444444444444,0.5700000000000001,0.39,2,1,1,4944
1,1,0,0.6,0.3333333333333333,0.63,0.43,3,1,1,4936
0,1,1,0.6,0.6666666666666666,0.67,0.63,3,1,2,4982
0,1,1,0.6,0.5555555555555556,0.47000000000000003,0.43,1,1,1,5112
1,0,1,0.4,0.3333333333333333,0.39,0.32,0,1,1,5059
0,1,1,0.2,0.3333333333333333,0.38,0.33,0,0,1,5049
1,0,1,0.0,0.0,0.39,0.21,0,0,0,5040
0,1,0,0.8,0.7777777777777778,0.67,0.65,3,2,2,5079
1,0,1,0.4,0.1111111111111111,0.35,0.27,0,1,0,5183
1,1,0,0.6,0.7777777777777778,0.79,0.76,4,1,2,5051
1,1,1,0.2,0.0,0.2,0.04,0,0,0,5051
1,0,0,0.0,0.0,0.16999999999999998,0.13,0,0,0,4901
1,0,1,0.2,0.3333333333333333,0.67,0.5,3,0,1,5258
1,1,1,0.2,0.2222222222222222,0.32,0.11,0,0,0,4951
1,0,1,0.2,0.1111111111111111,0.49000000000000005,0.42,1,0,0,5120
0,1,0,0.6,0.5555555555555556,0.8800000000000001,0.7,4,1,1,4935
0,1,1,0.6,0.4444444444444444,0.62,0.41,3,1,1,4985
0,0,0,0.2,0.2222222222222222,0.42000000000000004,0.25,1,0,0,5019
1,0,1,0.0,0.1111111111111111,0.32999999999999996,0.18,0,0,0,5096
1,1,0,0.2,0.1111111111111111,0.52,0.28,2,0,0,5250
0,1,1,0.4,0.2222222222222222,0.64,0.44,3,1,0,5247
1,0,0,0.6,0.5555555555555556,0.6599999999999999,0.52,3,1,1,5016
1,1,1,0.2,0.1111111111111111,0.48,0.28,1,0,0,5179
1,0,0,0.4,0.4444444444444444,0.62,0.53,3,1,1,5158
1,1,1,0.0,0.1111111111111111,0.47000000000000003,0.27,1,0,0,5112
1,1,0,0.0,0.0,0.31,0.14,0,0,0,4964
1,0,0,0.6,0.5555555555555556,0.6,0.53,2,1,1,4908
1,1,1,0.2,0.1111111111111111,0.32999999999999996,0.24,0,0,0,5063
1,0,0,0.6,0.5555555555555556,0.8099999999999999,0.67,4,1,1,5253
1,0,1,0.4,0.3333333333333333,0.62,0.38,3,1,1,4987
0,1,1,0.4,0.5555555555555556,0.6900000000000001,0.65,3,1,1,4961
1,1,0,0.2,0.2222222222222222,0.55,0.46,2,0,0,4959
1,1,0,0.6,0.4444444444444444,0.42000000000000004,0.31,1,1,1,5214
1,1,0,0.6,0.6666666666666666,0.61,0.55,3,1,2,5245
1,0,0,0.0,0.0,0.0,0.0,0,0,0,4994
1,0,0,0.8,0.6666666666666666,0.62,0.51,3,2,2,5005
1,0,1,0.2,0.2222222222222222,0.47000000000000003,0.23,1,0,0,5166
1,1,1,0.4,0.3333333333333333,0.51,0.41,2,1,1,4970
1,1,0,0.2,0.1111111111111111,0.47000000000000003,0.27,1,0,0,5077
0,1,1,0.2,0.2222222222222222,0.61,0.41,3,0,0,5041
1,0,0,0.4,0.3333333333333333,0.27,0.16,0,1,1,4910
0,1,0,0.8,0.6666666666666666,0.6900000000000001,0.66,3,2,2,5029
1,1,1,0.6,0.5555555555555556,0.5900000000000001,0.49,2,1,1,5215
1,1,0,0.2,0.2222222222222222,0.44000000000000006,0.29,1,0,0,5103
0,1,1,0.6,0.4444444444444444,0.65,0.47,3,1,1,4901
1,1,1,0.4,0.3333333333333333,0.45999999999999996,0.31,1,1,1,5050
1,0,0,0.4,0.4444444444444444,0.6799999999999999,0.65,3,1,1,5177
0,0,1,0.4,0.4444444444444444,0.65,0.51,3,1,1,5196
0,0,1,0.2,0.1111111111111111,0.36,0.2,0,0,0,4918
1,1,1,0.2,0.1111111111111111,0.39,0.25,0,0,0,5062
0,1,0,0.4,0.5555555555555556,0.64,0.57,3,1,1,4975
1,1,1,0.6,0.4444444444444444,0.52,0.48,2,1,1,4963
0,1,0,0.4,0.4444444444444444,0.76,0.73,4,1,1,5135
1,1,1,0.0,0.0,0.38,0.22,0,0,0,5044
1,1,0,0.4,0.4444444444444444,0.77,0.59,4,1,1,5184
0,0,1,0.2,0.2222222222222222,0.55,0.33,2,0,0,5181
0,1,0,0.4,0.4444444444444444,0.74,0.55,4,1,1,5033
0,1,0,0.2,0.3333333333333333,0.48,0.36,1,0,1,5238
0,1,1,0.2,0.2222222222222222,0.42000000000000004,0.27,1,0,0,4974
1,0,1,0.4,0.3333333333333333,0.5900000000000001,0.41,2,1,1,5016
1,1,0,0.6,0.5555555555555556,0.6,0.53,2,1,1,5220
1,1,0,0.8,0.7777777777777778,0.9,0.74,4,2,2,5200
0,0,0,0.4,0.5555555555555556,0.67,0.54,3,1,1,5110
0,1,1,0.6,0.5555555555555556,0.61,0.56,3,1,1,5076
0,1,0,0.2,0.2222222222222222,0.52,0.32,2,0,0,4922
0,1,0,0.8,0.6666666666666666,0.67,0.51,3,2,2,5219
1,1,1,0.4,0.3333333333333333,0.5599999999999999,0.35,2,1,1,5109
0,1,0,0.2,0.1111111111111111,0.53,0.49,2,0,0,5019
1,1,1,0.8,0.5555555555555556,0.77,0.67,4,2,1,4904
1,1,0,0.4,0.3333333333333333,0.35,0.29,0,1,1,5007
0,1,0,0.4,0.3333333333333333,0.47000000000000003,0.4,1,1,1,4962
0,1,1,0.6,0.5555555555555556,0.5,0.35,1,1,1,5206
1,1,1,0.2,0.1111111111111111,0.47000000000000003,0.23,1,0,0,5035
0,0,1,0.2,0.3333333333333333,0.64,0.41,3,0,1,4980
0,1,1,0.6,0.5555555555555556,0.73,0.59,4,1,1,5146
1,0,1,0.2,0.3333333333333333,0.51,0.39,2,0,1,4933
1,0,1,0.2,0.3333333333333333,0.6,0.44,2,0,1,5006
0,1,0,0.8,0.6666666666666666,0.76,0.68,4,2,2,5135
0,1,0,0.4,0.3333333333333333,0.6,0.42,2,1,1,5017
0,1,1,0.6,0.4444444444444444,0.63,0.44,3,1,1,5216
1,1,0,0.8,0.5555555555555556,0.72,0.64,4,2,1,5006
1,1,0,0.4,0.2222222222222222,0.33999999999999997,0.18,0,1,0,4999
0,1,0,0.4,0.3333333333333333,0.5900000000000001,0.39,2,1,1,4989
1,0,1,0.4,0.3333333333333333,0.4,0.32,0,1,1,5221
0,1,0,0.4,0.5555555555555556,0.61,0.58,3,1,1,5072
0,1,1,0.8,0.6666666666666666,0.5599999999999999,0.49,2,2,2,5058
0,1,0,0.6,0.4444444444444444,0.61,0.6,3,1,1,4982
0,1,0,0.4,0.5555555555555556,0.8099999999999999,0.65,4,1,1,4918
1,1,1,0.6,0.3333333333333333,0.52,0.29,2,1,1,4931
0,1,1,0.0,0.0,0.31,0.17,0,0,0,5056
1,0,0,0.6,0.5555555555555556,0.61,0.56,3,1,1,4972
1,1,1,0.6,0.5555555555555556,0.5599999999999999,0.43,2,1,1,4958
1,1,1,0.2,0.1111111111111111,0.45,0.29,1,0,0,5104
0,0,1,0.6,0.5555555555555556,0.6599999999999999,0.65,3,1,1,5067
1,1,0,0.8,0.6666666666666666,0.7,0.6,3,2,2,4943
1,1,1,0.6,0.4444444444444444,0.54,0.34,2,1,1,4937
1,1,1,0.4,0.3333333333333333,0.55,0.33,2,1,1,4911
1,1,1,0.6,0.5555555555555556,0.45999999999999996,0.35,1,1,1,5143
0,1,0,1.0,0.8888888888888888,0.78,0.79,4,2,2,4950
1,1,1,0.2,0.3333333333333333,0.48,0.41,1,0,1,5210
0,1,0,0.8,0.7777777777777778,0.96,0.86,4,2,2,5049
1,1,1,0.6,0.6666666666666666,0.8,0.8,4,1,2,4957
1,0,1,0.6,0.4444444444444444,0.51,0.32,2,1,1,4949
1,1,0,0.6,0.5555555555555556,0.8699999999999999,0.76,4,1,1,5027
1,1,1,0.0,0.0,0.26,0.15,0,0,0,5102
1,0,0,0.6,0.4444444444444444,0.5700000000000001,0.54,2,1,1,5078
0,1,0,0.8,0.7777777777777778,0.8800000000000001,0.7,4,2,2,5004
1,1,0,0.6,0.6666666666666666,0.77,0.57,4,1,2,5071
1,0,0,0.2,0.2222222222222222,0.55,0.44,2,0,0,4978
1,0,0,0.6,0.5555555555555556,0.49000000000000005,0.32,1,1,1,5098
1,0,0,0.6,0.4444444444444444,0.47000000000000003,0.38,1,1,1,5025
0,0,0,0.8,0.6666666666666666,0.9199999999999999,0.82,4,2,2,5122
0,0,0,0.6,0.6666666666666666,0.62,0.58,3,1,2,5151
1,1,0,1.0,1.0,0.95,0.94,4,2,2,5117
1,1,0,0.6,0.5555555555555556,0.53,0.43,2,1,1,5240
1,1,1,0.2,0.3333333333333333,0.6799999999999999,0.5,3,0,1,5096
1,0,0,0.4,0.2222222222222222,0.61,0.41,3,1,0,5140
0,1,1,0.4,0.2222222222222222,0.32999999999999996,0.25,0,1,0,5164
0,1,0,0.4,0.5555555555555556,0.55,0.51,2,1,1,5018
0,1,0,0.4,0.6666666666666666,0.8800000000000001,0.8,4,1,2,4993
1,1,0,0.4,0.3333333333333333,0.5700000000000001,0.36,2,1,1,4893
1,1,1,0.6,0.3333333333333333,0.43,0.38,1,1,1,5246
1,0,1,0.2,0.3333333333333333,0.62,0.41,3,0,1,5139
1,0,0,0.6,0.4444444444444444,0.71,0.64,4,1,1,5086
1,1,1,0.4,0.4444444444444444,0.37,0.3,0,1,1,4971
0,0,0,0.6,0.5555555555555556,0.5700000000000001,0.44,2,1,1,5006
0,1,0,0.2,0.0,0.36,0.15,0,0,0,4989
1,1,0,0.8,0.7777777777777778,0.75,0.71,4,2,2,5007
0,1,0,0.4,0.4444444444444444,0.6799999999999999,0.54,3,1,1,5253
1,1,1,0.4,0.2222222222222222,0.5700000000000001,0.44,2,1,0,5241
1,1,0,0.2,0.1111111111111111,0.06999999999999999,0.0,0,0,0,5106
1,1,1,0.2,0.1111111111111111,0.29,0.15,0,0,0,5191
1,1,1,0.6,0.6666666666666666,0.75,0.77,4,1,2,4986
0,1,0,0.4,0.2222222222222222,0.63,0.48,3,1,0,5093
1,1,1,0.4,0.3333333333333333,0.5599999999999999,0.43,2,1,1,5193
0,1,1,0.4,0.3333333333333333,0.27999999999999997,0.11,0,1,1,4949
0,1,1,0.4,0.5555555555555556,0.75,0.76,4,1,1,4961
0,1,0,0.2,0.0,0.51,0.29,2,0,0,4935
0,1,1,0.8,0.6666666666666666,0.64,0.63,3,2,2,5027
1,1,1,0.6,0.6666666666666666,0.71,0.58,4,1,2,5108
1,0,1,0.4,0.4444444444444444,0.58,0.48,2,1,1,4918
0,1,1,0.0,0.0,0.33999999999999997,0.18,0,0,0,5120
0,0,0,0.6,0.4444444444444444,0.73,0.6,4,1,1,4906
0,0,1,0.2,0.1111111111111111,0.44000000000000006,0.24,1,0,0,4986
0,1,0,0.2,0.2222222222222222,0.48,0.39,1,0,0,5010
0,1,0,0.4,0.5555555555555556,0.5900000000000001,0.53,2,1,1,5083
1,1,1,0.4,0.2222222222222222,0.44000000000000006,0.34,1,1,0,5055
1,0,1,0.2,0.3333333333333333,0.54,0.41,2,0,1,5208
1,1,0,0.4,0.3333333333333333,0.53,0.44,2,1,1,4973
1,1,1,0.0,0.0,0.21000000000000002,0.12,0,0,0,5155
1,1,1,0.6,0.4444444444444444,0.67,0.45,3,1,1,4913
0,1,0,0.4,0.4444444444444444,0.43,0.36,1,1,1,5050
0,1,0,0.0,0.0,0.02,0.0,0,0,0,4927
0,1,1,0.4,0.2222222222222222,0.4,0.31,0,1,0,5155
1,1,0,0.6,0.7777777777777778,0.95,0.93,4,1,2,4987
1,1,1,0.4,0.2222222222222222,0.27999999999999997,0.15,0,1,0,5190
1,1,1,0.0,0.0,0.02,0.0,0,0,0,4927
1,0,0,0.6,0.4444444444444444,0.51,0.38,2,1,1,5141
0,1,1,0.4,0.3333333333333333,0.38,0.31,0,1,1,4962
1,1,1,0.2,0.1111111111111111,0.52,0.27,2,0,0,4925
0,0,1,0.6,0.4444444444444444,0.6799999999999999,0.47,3,1,1,5096
0,1,0,0.2,0.2222222222222222,0.55,0.35,2,0,0,5013
0,0,0,0.6,0.5555555555555556,0.7,0.69,3,1,1,5236
0,1,1,0.8,0.7777777777777778,0.8099999999999999,0.69,4,2,2,4959
0,1,1,0.4,0.3333333333333333,0.5,0.38,1,1,1,5154
0,0,0,0.4,0.3333333333333333,0.72,0.57,4,1,1,5177
0,1,1,0.4,0.4444444444444444,0.77,0.58,4,1,1,5155
1,1,1,0.0,0.0,0.26,0.09,0,0,0,4900
1,1,1,0.4,0.3333333333333333,0.6,0.46,2,1,1,5200
1,1,1,0.0,0.0,0.32,0.12,0,0,0,5192
0,1,0,0.6,0.6666666666666666,0.8099999999999999,0.75,4,1,2,4980
1,0,1,0.4,0.2222222222222222,0.12,0.05,0,1,0,5125
0,1,0,0.6,0.6666666666666666,0.76,0.79,4,1,2,5157
0,1,1,0.6,0.4444444444444444,0.74,0.63,4,1,1,5240
0,1,1,0.6,0.4444444444444444,0.54,0.42,2,1,1,5145
0,1,1,0.2,0.2222222222222222,0.55,0.46,2,0,0,4964
0,1,1,0.4,0.3333333333333333,0.61,0.5,3,1,1,5189
0,0,1,0.4,0.2222222222222222,0.5599999999999999,0.32,2,1,0,5057
1,1,1,0.2,0.3333333333333333,0.45,0.35,1,0,1,5148
0,0,0,0.8,0.5555555555555556,0.65,0.49,3,2,1,5140
1,1,1,0.0,0.1111111111111111,0.26,0.16,0,0,0,5027
1,1,1,0.4,0.2222222222222222,0.37,0.29,0,1,0,5043
1,1,1,0.4,0.3333333333333333,0.48,0.36,1,1,1,5145
1,1,1,0.4,0.2222222222222222,0.42000000000000004,0.22,1,1,0,5068
1,1,0,0.4,0.3333333333333333,0.32999999999999996,0.11,0,1,1,5172
1,1,0,0.6,0.5555555555555556,0.79,0.62,4,1,1,4980
1,1,0,0.4,0.4444444444444444,0.72,0.53,4,1,1,5217
1,0,1,0.4,0.5555555555555556,0.64,0.55,3,1,1,5014
0,0,1,0.0,0.0,0.38,0.2,0,0,0,5038
1,1,0,0.2,0.0,0.49000000000000005,0.27,1,0,0,4919
1,1,0,0.4,0.2222222222222222,0.6,0.42,2,1,0,4967
1,1,0,0.2,0.3333333333333333,0.61,0.56,3,0,1,5070
1,0,0,0.6,0.5555555555555556,0.72,0.59,4,1,1,4901
1,0,1,0.6,0.3333333333333333,0.5700000000000001,0.38,2,1,1,5099
0,1,1,0.4,0.3333333333333333,0.6799999999999999,0.48,3,1,1,5175
1,0,1,0.2,0.1111111111111111,0.51,0.37,2,0,0,5138
0,1,0,0.8,0.8888888888888888,0.9800000000000001,0.98,4,2,2,5053
0,1,0,0.8,0.5555555555555556,0.8300000000000001,0.66,4,2,1,4927
0,1,1,0.2,0.0,0.32999999999999996,0.2,0,0,0,5041
0,1,1,0.8,0.6666666666666666,0.78,0.64,4,2,2,5017
1,1,1,0.4,0.4444444444444444,0.8099999999999999,0.62,4,1,1,5062
0,0,0,0.4,0.3333333333333333,0.32,0.27,0,1,1,5094
0,1,1,0.4,0.5555555555555556,0.6900000000000001,0.51,3,1,1,4895
0,0,1,0.4,0.5555555555555556,0.8300000000000001,0.74,4,1,1,4927
1,1,0,0.8,0.8888888888888888,0.93,1.0,4,2,2,5107
0,0,1,0.4,0.4444444444444444,0.71,0.52,4,1,1,5115
0,1,0,0.2,0.3333333333333333,0.6,0.47,2,0,1,4940
0,1,1,0.8,0.7777777777777778,0.74,0.71,4,2,2,4897
0,1,0,0.2,0.3333333333333333,0.45999999999999996,0.36,1,0,1,5067
1,1,0,0.8,0.6666666666666666,0.6599999999999999,0.56,3,2,2,4939
0,1,0,0.6,0.5555555555555556,0.54,0.43,2,1,1,5117
1,1,0,0.8,0.5555555555555556,0.8400000000000001,0.65,4,2,1,5047
1,0,0,0.8,0.7777777777777778,0.75,0.67,4,2,2,5186
0,0,0,0.8,0.7777777777777778,0.85,0.91,4,2,2,4942
0,0,0,0.6,0.4444444444444444,0.54,0.5,2,1,1,5086
0,0,0,0.4,0.3333333333333333,0.54,0.36,2,1,1,5198
1,0,1,0.0,0.1111111111111111,0.37,0.22,0,0,0,5018
1,1,0,0.6,0.3333333333333333,0.63,0.46,3,1,1,4997
0,0,1,0.4,0.4444444444444444,0.7,0.54,3,1,1,4986
0,1,1,0.2,0.1111111111111111,0.5,0.31,1,0,0,4997
1,1,0,0.6,0.7777777777777778,0.8300000000000001,0.71,4,1,2,5126
0,1,0,0.6,0.4444444444444444,0.6599999999999999,0.51,3,1,1,5255
0,0,0,0.4,0.2222222222222222,0.47000000000000003,0.29,1,1,0,4903
0,1,1,0.4,0.2222222222222222,0.27999999999999997,0.19,0,1,0,5159
1,0,0,0.4,0.1111111111111111,0.16,0.1,0,1,0,4933
0,1,0,0.4,0.3333333333333333,0.6599999999999999,0.44,3,1,1,5063
0,0,0,0.6,0.6666666666666666,0.82,0.82,4,1,2,4997
0,1,0,0.4,0.4444444444444444,0.5900000000000001,0.4,2,1,1,5116
0,1,1,0.4,0.3333333333333333,0.63,0.46,3,1,1,4903
0,0,1,0.2,0.0,0.0,0.0,0,0,0,4967
1,1,1,0.6,0.3333333333333333,0.5900000000000001,0.49,2,1,1,4915
0,1,1,0.8,0.6666666666666666,0.78,0.71,4,2,2,4896
0,1,1,0.4,0.2222222222222222,0.48,0.38,1,1,0,4935
1,1,0,0.4,0.4444444444444444,0.63,0.55,3,1,1,5014
1,1,1,0.8,0.8888888888888888,0.9099999999999999,0.73,4,2,2,5133
1,1,1,0.6,0.4444444444444444,0.65,0.51,3,1,1,4953
1,0,1,0.2,0.2222222222222222,0.44000000000000006,0.25,1,0,0,5062
0,1,0,0.4,0.3333333333333333,0.5,0.41,1,1,1,5191
1,1,0,0.4,0.4444444444444444,0.67,0.6,3,1,1,5192
1,1,1,0.0,0.0,0.36,0.17,0,0,0,5207
1,0,0,0.2,0.3333333333333333,0.5599999999999999,0.35,2,0,1,5150
1,1,1,0.6,0.4444444444444444,0.51,0.35,2,1,1,5153
1,0,0,0.8,0.7777777777777778,0.8699999999999999,0.77,4,2,2,4903
1,0,1,0.2,0.1111111111111111,0.42000000000000004,0.25,1,0,0,5121
0,1,0,0.4,0.4444444444444444,0.63,0.56,3,1,1,5053
0,1,1,0.2,0.1111111111111111,0.21000000000000002,0.16,0,0,0,5073
1,1,1,0.4,0.3333333333333333,0.41,0.33,1,1,1,4962
1,1,1,0.6,0.5555555555555556,0.73,0.57,4,1,1,5048
1,1,1,0.2,0.3333333333333333,0.52,0.3,2,0,1,5013
1,1,1,0.2,0.3333333333333333,0.44000000000000006,0.39,1,0,1,4978
0,0,0,0.4,0.4444444444444444,0.71,0.53,4,1,1,5118
1,1,0,0.4,0.5555555555555556,0.7,0.68,3,1,1,5001
0,1,0,0.4,0.3333333333333333,0.8,0.6,4,1,1,5013
1,1,0,0.0,0.0,0.26,0.2,0,0,0,5102
0,1,1,0.0,0.1111111111111111,0.27999999999999997,0.19,0,0,0,4992
1,0,0,0.8,0.7777777777777778,0.78,0.7,4,2,2,5024
0,1,1,0.4,0.3333333333333333,0.5,0.47,1,1,1,4893
1,0,0,0.6,0.4444444444444444,0.64,0.59,3,1,1,5138
1,0,1,1.0,0.8888888888888888,0.78,0.79,4,2,2,5068
0,0,1,0.0,0.0,0.1,0.09,0,0,0,5017
1,1,0,0.6,0.5555555555555556,0.43,0.36,1,1,1,4937
1,1,0,0.0,0.0,0.27,0.14,0,0,0,5207
0,0,1,0.2,0.1111111111111111,0.0,0.0,0,0,0,5240
0,0,0,0.6,0.7777777777777778,0.9199999999999999,0.81,4,1,2,5208
1,0,0,0.8,0.7777777777777778,0.75,0.7,4,2,2,4927
0,1,1,0.4,0.3333333333333333,0.48,0.35,1,1,1,5033
0,0,1,0.0,0.0,0.39,0.26,0,0,0,5238
0,1,1,0.4,0.2222222222222222,0.52,0.37,2,1,0,4957
1,1,0,0.2,0.1111111111111111,0.52,0.36,2,0,0,5232
0,1,0,0.4,0.3333333333333333,0.48,0.41,1,1,1,5025
1,1,0,0.6,0.6666666666666666,0.65,0.54,3,1,2,5209
0,1,1,0.4,0.1111111111111111,0.29,0.22,0,1,0,4897
0,0,1,0.2,0.2222222222222222,0.54,0.31,2,0,0,5129
0,1,1,0.4,0.3333333333333333,0.47000000000000003,0.39,1,1,1,5170
0,0,0,0.6,0.5555555555555556,0.62,0.54,3,1,1,5185
1,1,1,0.6,0.6666666666666666,0.62,0.57,3,1,2,5107
1,1,1,0.2,0.1111111111111111,0.41,0.31,1,0,0,4932
0,0,1,0.4,0.3333333333333333,0.72,0.55,4,1,1,5256
0,1,1,0.4,0.2222222222222222,0.64,0.47,3,1,0,5139
0,1,1,0.6,0.5555555555555556,0.7,0.55,3,1,1,5135
1,1,0,0.4,0.4444444444444444,0.7,0.56,3,1,1,5068
1,1,0,0.4,0.3333333333333333,0.43,0.35,1,1,1,5003
0,1,0,0.8,0.7777777777777778,0.73,0.64,4,2,2,5212
1,1,1,0.8,0.5555555555555556,0.53,0.49,2,2,1,4908
1,1,0,0.0,0.1111111111111111,0.22000000000000003,0.15,0,0,0,5126
1,0,0,0.8,0.5555555555555556,0.72,0.64,4,2,1,4924
0,0,1,0.2,0.1111111111111111,0.45,0.23,1,0,0,5147
0,1,0,0.2,0.1111111111111111,0.33999999999999997,0.14,0,0,0,5258
0,0,0,0.4,0.3333333333333333,0.36,0.28,0,1,1,5052
0,0,0,0.6,0.6666666666666666,0.78,0.61,4,1,2,5099
0,1,1,0.2,0.2222222222222222,0.49000000000000005,0.32,1,0,0,4938
0,1,0,0.6,0.4444444444444444,0.8400000000000001,0.67,4,1,1,4946
1,0,0,0.6,0.6666666666666666,0.74,0.54,4,1,2,4962
0,0,0,0.6,0.4444444444444444,0.73,0.55,4,1,1,5180
1,1,1,0.6,0.6666666666666666,0.8800000000000001,0.83,4,1,2,5161
0,1,0,0.6,0.5555555555555556,0.71,0.69,4,1,1,5052
1,0,0,0.4,0.3333333333333333,0.74,0.68,4,1,1,5209
1,0,0,0.4,0.4444444444444444,0.8,0.6,4,1,1,5039
0,1,1,0.2,0.2222222222222222,0.51,0.46,2,0,0,5136
1,1,1,0.2,0.1111111111111111,0.4,0.32,0,0,0,5071
0,0,1,0.2,0.2222222222222222,0.5700000000000001,0.44,2,0,0,5246
1,1,1,0.2,0.1111111111111111,0.48,0.25,1,0,0,4950
0,0,0,0.6,0.5555555555555556,0.8,0.6,4,1,1,5105
1,1,1,0.4,0.2222222222222222,0.55,0.4,2,1,0,4989
0,0,0,0.4,0.4444444444444444,0.58,0.51,2,1,1,4983
0,1,0,0.6,0.4444444444444444,0.6900000000000001,0.67,3,1,1,4965
0,1,0,0.2,0.2222222222222222,0.5900000000000001,0.45,2,0,0,5205
1,0,0,0.2,0.2222222222222222,0.37,0.31,0,0,0,5081
1,1,0,0.6,0.5555555555555556,0.93,0.81,4,1,1,5171
1,1,0,0.6,0.7777777777777778,0.77,0.79,4,1,2,4954
1,1,0,0.2,0.1111111111111111,0.5599999999999999,0.4,2,0,0,5016
0,1,0,0.4,0.3333333333333333,0.45,0.39,1,1,1,5059
1,0,1,0.2,0.0,0.36,0.22,0,0,0,5081
1,0,1,0.2,0.2222222222222222,0.6,0.4,2,0,0,5012
0,1,1,0.2,0.1111111111111111,0.2,0.04,0,0,0,5167
0,1,1,0.0,0.0,0.0,0.0,0,0,0,5202
0,1,0,0.4,0.5555555555555556,0.71,0.62,4,1,1,5006
1,1,0,0.2,0.4444444444444444,0.5700000000000001,0.51,2,0,1,5223
0,1,1,0.4,0.2222222222222222,0.25,0.2,0,1,0,5063
0,1,0,0.2,0.3333333333333333,0.6900000000000001,0.47,3,0,1,4917
1,1,0,0.4,0.2222222222222222,0.44000000000000006,0.21,1,1,0,5099
0,1,1,0.6,0.5555555555555556,0.63,0.46,3,1,1,4919
0,0,1,0.4,0.2222222222222222,0.65,0.45,3,1,0,5086
0,1,0,0.6,0.6666666666666666,0.77,0.72,4,1,2,4909
1,0,1,0.4,0.3333333333333333,0.64,0.41,3,1,1,5183
0,1,1,0.4,0.3333333333333333,0.65,0.44,3,1,1,5255
1,1,1,0.4,0.3333333333333333,0.51,0.43,2,1,1,5065
0,0,0,0.2,0.3333333333333333,0.58,0.52,2,0,1,5092
1,0,1,0.2,0.3333333333333333,0.5700000000000001,0.44,2,0,1,4911
0,1,0,0.4,0.5555555555555556,0.77,0.78,4,1,1,4984
1,1,1,0.4,0.3333333333333333,0.49000000000000005,0.34,1,1,1,5002
1,1,0,0.2,0.2222222222222222,0.3,0.18,0,0,0,5096
1,1,1,0.6,0.4444444444444444,0.53,0.38,2,1,1,5109
0,1,1,0.4,0.3333333333333333,0.63,0.41,3,1,1,5150
1,0,0,0.4,0.3333333333333333,0.44000000000000006,0.32,1,1,1,5207
0,1,0,1.0,0.8888888888888888,0.96,0.82,4,2,2,5198
1,1,1,0.6,0.5555555555555556,0.74,0.52,4,1,1,5069
1,1,1,0.4,0.2222222222222222,0.27,0.21,0,1,0,4896
0,1,1,0.4,0.4444444444444444,0.63,0.56,3,1,1,5215
1,1,0,0.8,0.7777777777777778,0.77,0.57,4,2,2,5053
0,1,0,0.2,0.1111111111111111,0.45,0.35,1,0,0,5202
0,0,1,0.4,0.3333333333333333,0.73,0.64,4,1,1,5125
1,1,0,0.4,0.2222222222222222,0.5599999999999999,0.5,2,1,0,4940
0,0,0,0.4,0.3333333333333333,0.75,0.53,4,1,1,5115
1,0,1,0.2,0.2222222222222222,0.51,0.35,2,0,0,5083
1,0,1,0.6,0.3333333333333333,0.5900000000000001,0.42,2,1,1,5122
1,1,0,0.6,0.5555555555555556,0.78,0.69,4,1,1,5142
0,0,0,0.4,0.2222222222222222,0.62,0.39,3,1,0,5180
0,0,1,0.8,0.6666666666666666,0.75,0.62,4,2,2,4930
1,0,0,0.6,0.5555555555555556,0.6799999999999999,0.55,3,1,1,4981
0,1,0,0.8,0.5555555555555556,0.67,0.64,3,2,1,5074
0,1,0,0.6,0.5555555555555556,0.64,0.54,3,1,1,5035
